airport_iata,airport_name,city_iata,utc_offset,timezone_id
ACE,Lanzarote,ACE,+00:00,Atlantic/Canary
ACF,Alaer Talimu,ACF,+08:00,Asia/Shanghai
ACH,Altenrhein,ACH,+01:00,Europe/Zurich
ACI,Alderney,ACI,+00:00,Europe/London
ACJ,Anuradhapura,ACJ,+05:30,Asia/Colombo
ACK,Nantucket,ACK,-05:00,America/New_York
ACL,Aguaclara,ACL,-05:00,America/Bogota
ACM,Arica,ACM,-05:00,America/Bogota
ACN,Ciudad Acuna International,ACN,-06:00,America/Matamoros
ACO,Ascona,ACO,+01:00,Europe/Zurich
ACP,Maragheh Sahand,ACP,+03:30,Asia/Tehran
ACQ,Estacion De Alicante Bus Station,ALC,+01:00,Europe/Madrid
ACR,Araracuara,ACR,-05:00,America/Bogota
ACS,Achinsk,ACS,+07:00,Asia/Tomsk
ACT,Waco,ACT,-06:00,America/Chicago
ACU,Achutupo,ACU,-05:00,America/Panama
ACV,Arcata/Eureka,ACV,-08:00,America/Los_Angeles
ACX,Xingyi,ACX,+08:00,Asia/Shanghai
ACY,Atlantic City,ACY,-05:00,America/New_York
ACZ,Zabol,ACZ,+03:30,Asia/Tehran
ADA,Adana,ADA,+03:00,Europe/Istanbul
ADB,Izmir,IZM,+03:00,Europe/Istanbul
ADC,Andakombe,ADC,+10:00,Pacific/Port_Moresby
ADD,Addis Ababa,ADD,+03:00,Africa/Addis_Ababa
ADE,Aden International,ADE,+03:00,Asia/Aden
ADF,Adiyaman,ADF,+03:00,Europe/Istanbul
ADG,Adrian Lenawee County,ADG,-05:00,America/New_York
ADH,Aldan,ADH,+09:00,Asia/Yakutsk
ADI,Arandis,ADI,+02:00,Africa/Windhoek
ADJ,Amman Marka Intl Airport,AMM,+02:00,Asia/Amman
ADK,Adak Island,ADK,-10:00,America/Adak
ADL,Adelaide,ADL,+09:30,Australia/Adelaide
ADM,Ardmore Municipal,ADM,-06:00,America/Chicago
ADN,Andes,ADN,-05:00,America/Bogota
ADO,Andamooka,ADO,+09:30,Australia/Adelaide
ADP,Ampara Gal Oya,ADP,+05:30,Asia/Colombo
ADQ,Kodiak,ADQ,-09:00,America/Anchorage
ADR,Andrews Robert F. Swinnie,ADR,-05:00,America/New_York
ADS,Dallas Addison Apt,DFW,-06:00,America/Chicago
ADT,Ada Municipal,ADT,-06:00,America/Chicago
ADU,Ardabil,ADU,+03:30,Asia/Tehran
ADV,Addeain,ADV,+02:00,Africa/Khartoum
ADW,Camp Springs Andrews,ADW,-05:00,America/New_York
ADX,St Andrews Raf Leuchars,ADX,+00:00,Europe/London
ADY,Alldays,ADY,+02:00,Africa/Johannesburg
ADZ,San Andres Island,ADZ,-05:00,America/Bogota
AEA,Abemama Atoll,AEA,+12:00,Pacific/Tarawa
AEB,Baise Youjiang,AEB,+08:00,Asia/Shanghai
AED,Aleneva,AED,-09:00,America/Anchorage
AEE,Adareil,AEE,+02:00,Africa/Juba
AEG,Aek Godang,AEG,+07:00,Asia/Pontianak
AEH,Abeche,AEH,+01:00,Africa/Ndjamena
AEI,Algeciras Rail Station,AEI,+01:00,Europe/Madrid
AEJ,Ahmed Al Jaber,AEJ,+03:00,Asia/Kuwait
AEK,Aseki,AEK,+10:00,Pacific/Port_Moresby
AEL,Albert Lea Municipal,AEL,-06:00,America/Chicago
AEM,Amgu,AEM,+10:00,Asia/Vladivostok
AEO,Aioun El Atrouss,AEO,+00:00,Africa/Nouakchott
AEP,Buenos Aires Aeroparque J. N.,BUE,-03:00,America/Argentina/Buenos_Aires
AEQ,Chifeng Ar Horqin,AEQ,+08:00,Asia/Shanghai
AER,Sochi,AER,+03:00,Europe/Moscow
AES,Aalesund,AES,+01:00,Europe/Oslo
AET,Allakaket,AET,-09:00,America/Anchorage
AEU,Abu Musa Island,AEU,+03:30,Asia/Tehran
AEX,Alexandria,AEX,-06:00,America/Chicago
AEY,Akureyri,AEY,+00:00,Atlantic/Reykjavik
AFA,San Rafael,AFA,-03:00,America/Argentina/Buenos_Aires
AFD,Port Alfred,AFD,+02:00,Africa/Johannesburg
AFF,Colorado Springs Usaf Academy Airfield,COS,-07:00,America/Denver
AFI,Amalfi,AFI,-05:00,America/Bogota
AFK,Ampara Kondavattavan Tank Spb,ADP,+05:30,Asia/Colombo
AFL,Alta Floresta,AFL,-04:00,America/Porto_Velho
AFN,Jaffrey Silver Ranch,AFN,-05:00,America/New_York
AFO,Afton Municipal,AFO,-07:00,America/Denver
AFR,Afore,AFR,+10:00,Pacific/Port_Moresby
AFS,Zarafshan,AFS,+05:00,Asia/Tashkent
AFT,Afutara,AFT,+11:00,Pacific/Guadalcanal
AFU,Al Udeid,AFU,+03:00,Asia/Qatar
AFW,Dallas/Fort Worth Alliance,FTW,-06:00,America/Chicago
AFY,Afyon,AFY,+03:00,Europe/Istanbul
AFZ,Sabzevar,AFZ,+03:30,Asia/Tehran
AGA,Agadir,AGA,+01:00,Africa/Casablanca
AGB,Augsburg,MUC,+01:00,Europe/Berlin
AGC,Pittsburgh Allegheny,PIT,-05:00,America/New_York
AGD,Anggi,AGD,+09:00,Asia/Jayapura
AGE,Wangerooge,AGE,+01:00,Europe/Berlin
AGF,Agen La Garenne,AGF,+01:00,Europe/Paris
AGG,Angoram,AGG,+10:00,Pacific/Port_Moresby
AGH,Angelholm/Helsingborg Angelholm Apt,AGH,+01:00,Europe/Stockholm
AGI,Wageningen,AGI,-03:00,America/Paramaribo
AGJ,Aguni,AGJ,+09:00,Asia/Tokyo
AGK,Kagua,AGK,+10:00,Pacific/Port_Moresby
AGL,Wanigela,AGL,+10:00,Pacific/Port_Moresby
AGM,Tasiilaq Angmagssalik,AGM,-03:00,America/Godthab
AGN,Angoon,AGN,-09:00,America/Anchorage
AGO,Magnolia Municipal,AGO,-06:00,America/Chicago
AGP,Malaga,AGP,+01:00,Europe/Madrid
AGQ,Agrinion G.Karaiskakis,AGQ,+02:00,Europe/Athens
AGR,Agra,AGR,+05:30,Asia/Kolkata
AGS,Augusta,AGS,-05:00,America/New_York
AGT,Ciudad Del Este,AGT,-04:00,America/Asuncion
AGU,Aguascalientes,AGU,-06:00,America/Mexico_City
AGV,Acarigua,AGV,-04:00,America/Caracas
AGW,Agnew,AGW,+10:00,Australia/Brisbane
AGX,Agatti Island,AGX,+05:30,Asia/Kolkata
AGY,Augsburg Central Station,MUC,+01:00,Europe/Berlin
AGZ,Aggeneys,AGZ,+02:00,Africa/Johannesburg
AHA,Okinawa Naha Afb,OKA,+09:00,Asia/Tokyo
AHB,Abha,AHB,+03:00,Asia/Riyadh
AHC,Herlong Amedee Army Air Field,AHC,-08:00,America/Los_Angeles
AHD,Ardmore Downtown Executive Apt,ADM,-06:00,America/Chicago
AHE,Ahe,AHE,-10:00,Pacific/Tahiti
AHF,Arapahoe,AHF,-06:00,America/Chicago
AHH,Amery Municipal,AHH,-06:00,America/Chicago
AHI,Amahai,AHI,+09:00,Asia/Jayapura
AHJ,Aba Hongyuan,AHJ,+08:00,Asia/Shanghai
AHL,Aishalton,AHL,-04:00,America/Guyana
AHM,Ashland Municipal,AHM,-08:00,America/Los_Angeles
AHN,Athens,AHN,-05:00,America/New_York
AHO,Alghero,AHO,+01:00,Europe/Rome
AHS,Ahuas,AHS,-06:00,America/Tegucigalpa
AHT,Amchitka,AHT,-10:00,America/Adak
AHU,Al Hoceima Cherif El Idrissi,AHU,+01:00,Africa/Casablanca
AHW,Saih Rawl,AHW,+04:00,Asia/Muscat
AHY,Ambatolahy,AHY,+03:00,Indian/Antananarivo
AHZ,L'alpe-D'huez,AHZ,+01:00,Europe/Paris
AIA,Alliance,AIA,-07:00,America/Denver
AIB,Anita Bay,AIB,-09:00,America/Anchorage
AIC,Airok,AIC,+12:00,Pacific/Majuro
AID,Anderson Municipal,AID,-05:00,America/New_York
AIE,Aiome,AIE,+10:00,Pacific/Port_Moresby
AIF,Assis Marcelo P. Halzhausen,AIF,-03:00,America/Araguaina
AIG,Yalinga,AIG,+01:00,Africa/Bangui
AIH,Aiambak,AIH,+10:00,Pacific/Port_Moresby
AII,Ali Sabieh,AII,+03:00,Africa/Djibouti
AIK,Aiken,AIK,-05:00,America/New_York
AIL,Ailigandi,AIL,-05:00,America/Panama
AIM,Ailuk Island,AIM,+12:00,Pacific/Majuro
AIN,Wainwright,AIN,-09:00,America/Anchorage
AIO,Atlantic Municipal,AIO,-06:00,America/Chicago
AIP,Adampur,AIP,+05:30,Asia/Kolkata
AIR,Aripuana,AIR,-04:00,America/Porto_Velho
AIS,Arorae,AIS,+12:00,Pacific/Tarawa
AIT,Aitutaki,AIT,-10:00,Pacific/Rarotonga
AIU,Atiu Island,AIU,-10:00,Pacific/Rarotonga
AIV,Aliceville George Downer,AIV,-06:00,America/Chicago
AIW,Ai-Ais,AIW,+02:00,Africa/Windhoek
AIX,Aix-En-Provence Daix Bus St,CMF,+01:00,Europe/Paris
AIY,Atlantic City Bader Field,ACY,-05:00,America/New_York
AIZ,Kaiser/Lake Of The Ozarks Lee C Fine Me,AIZ,-06:00,America/Chicago
AJA,Ajaccio,AJA,+01:00,Europe/Paris
AJF,Al-Jouf,AJF,+03:00,Asia/Riyadh
AJI,Agri,AJI,+03:00,Europe/Istanbul
AJJ,Akjoujt,AJJ,+00:00,Africa/Nouakchott
AJK,Araak,AJK,+03:30,Asia/Tehran
AJL,Aizawl Lengpui,AJL,+05:30,Asia/Kolkata
AJN,Anjouan Ouani,AJN,+03:00,Indian/Comoro
AJO,Aljouf,AJO,+03:00,Asia/Aden
AJR,Arvidsjaur,AJR,+01:00,Europe/Stockholm
AJS,Punta Abreojos,AJS,-07:00,America/Mazatlan
AJU,Aracaju,AJU,-03:00,America/Araguaina
AJY,Agadez Manu Dayak Intl,AJY,+01:00,Africa/Niamey
AKA,Ankang Fuqiang,AKA,+08:00,Asia/Shanghai
AKB,Atka,AKB,-10:00,America/Adak
AKC,Akron/Canton Akron Fulton Intl,CAK,-05:00,America/New_York
AKD,Akola,AKD,+05:30,Asia/Kolkata
AKE,Akieni,AKE,+01:00,Africa/Libreville
AKF,Kufra,AKF,+02:00,Africa/Tripoli
AKG,Anguganak,AKG,+10:00,Pacific/Port_Moresby
AKH,Al Kharj Prince Sultan Air Base,AKH,+03:00,Asia/Riyadh
AKI,Akiak,AKI,-09:00,America/Anchorage
AKJ,Asahikawa,AKJ,+09:00,Asia/Tokyo
AKK,Akhiok,AKK,-09:00,America/Anchorage
AKL,Auckland,AKL,+12:00,Pacific/Auckland
AKM,Zakouma,AKM,+01:00,Africa/Ndjamena
AKN,King Salmon,AKN,-09:00,America/Anchorage
AKO,Akron Colorado Plains Rgnl,AKO,-07:00,America/Denver
AKP,Anaktuvuk Pass,AKP,-09:00,America/Anchorage
AKQ,Menggala Astra Kksetra,AKQ,+07:00,Asia/Pontianak
AKR,Akure,AKR,+01:00,Africa/Lagos
AKS,Auki Gwaunaru'u,AKS,+11:00,Pacific/Guadalcanal
AKT,Akrotiri Royal Air Force,AKT,+02:00,Asia/Nicosia
AKU,Aksu,AKU,+08:00,Asia/Shanghai
AKV,Akulivik,AKV,-05:00,America/Toronto
AKW,Aghajari,AKW,+03:30,Asia/Tehran
AKX,Aktobe,AKX,+05:00,Asia/Qyzylorda
AKY,Sittwe,AKY,+06:30,Asia/Yangon
ALA,Almaty,ALA,+06:00,Asia/Almaty
ALB,Albany (US),ALB,-05:00,America/New_York
ALC,Alicante,ALC,+01:00,Europe/Madrid
ALD,Alerta,ALD,-05:00,America/Lima
ALE,Alpine Casparis Municipal,ALE,-06:00,America/Chicago
ALF,Alta,ALF,+01:00,Europe/Oslo
ALG,Algiers,ALG,+01:00,Africa/Algiers
ALH,Albany,ALH,+08:00,Australia/Perth
ALI,Alice International,ALI,-06:00,America/Chicago
ALJ,Alexander Bay,ALJ,+02:00,Africa/Johannesburg
ALK,Asela,ALK,+03:00,Africa/Addis_Ababa
ALL,Albenga,ALL,+01:00,Europe/Rome
ALM,Alamogordo White Sands Rgnl,ALM,-07:00,America/Denver
ALN,Alton St Louis Regional,ALN,-06:00,America/Chicago
ALO,Waterloo,ALO,-06:00,America/Chicago
ALP,Aleppo International,ALP,+02:00,Asia/Damascus
ALQ,Alegrete G. Machado Ramos,ALQ,-03:00,America/Araguaina
ALR,Alexandra,ALR,+12:00,Pacific/Auckland
ALS,Alamosa San Luis Valley Rgnl,ALS,-07:00,America/Denver
ALT,Alenquer,ALT,-03:00,America/Araguaina
ALU,Alula,ALU,+03:00,Africa/Mogadishu
ALV,Andorra La Vella Off-Line Point,ALV,+01:00,Europe/Andorra
ALW,Walla Walla,ALW,-08:00,America/Los_Angeles
ALX,Alexander City Thomas C Russell Field,ALX,-06:00,America/Chicago
ALY,Alexandria,ALY,+02:00,Africa/Cairo
ALZ,Alitak,ALZ,-09:00,America/Anchorage
AMA,Amarillo,AMA,-06:00,America/Chicago
AMB,Ambilobe,AMB,+03:00,Indian/Antananarivo
AMC,Am Timan,AMC,+01:00,Africa/Ndjamena
AMD,Ahmedabad,AMD,+05:30,Asia/Kolkata
AME,Alto Molocue,AME,+02:00,Africa/Maputo
AMF,Ama,AMF,+10:00,Pacific/Port_Moresby
AMG,Amboin,AMG,+10:00,Pacific/Port_Moresby
AMH,Arba Mintch,AMH,+03:00,Africa/Addis_Ababa
AMI,Mataram,AMI,+08:00,Asia/Makassar
AMJ,Almenara Cirilo Queiroz,AMJ,-03:00,America/Araguaina
AMK,Durango Animas Air Park,DRO,-07:00,America/Denver
AML,Puerto Armuelles,AML,-05:00,America/Panama
AMM,Amman,AMM,+02:00,Asia/Amman
AMN,Alma Gratiot Community,AMN,-05:00,America/New_York
AMO,Mao,AMO,+01:00,Africa/Ndjamena
AMP,Ampanihy,AMP,+03:00,Indian/Antananarivo
AMQ,Ambon Pattimura,AMQ,+09:00,Asia/Jayapura
AMR,Almeria Rail Station,LEI,+01:00,Europe/Madrid
AMS,Amsterdam,AMS,+01:00,Europe/Amsterdam
AMT,Amata,AMT,+09:30,Australia/Darwin
AMU,Amanab,AMU,+10:00,Pacific/Port_Moresby
AMV,Amderma,AMV,+03:00,Europe/Moscow
AMW,Ames Municipal,AMW,-06:00,America/Chicago
AMX,Ammaroo,AMX,+09:30,Australia/Darwin
AMY,Ambatomainty,AMY,+03:00,Indian/Antananarivo
AMZ,Ardmore,AMZ,+12:00,Pacific/Auckland
ANA,Masai Mara Angama Mara,MRE,+03:00,Africa/Nairobi
ANB,Anniston Regional,ANB,-06:00,America/Chicago
ANC,Anchorage,ANC,-09:00,America/Anchorage
AND,Anderson Regional,AND,-05:00,America/New_York
ANE,Angers Marce,ANE,+01:00,Europe/Paris
ANF,Antofagasta,ANF,-04:00,America/Santiago
ANG,Angouleme Brie-Champniers,ANG,+01:00,Europe/Paris
ANH,Anuha Island Resort,ANH,+11:00,Pacific/Guadalcanal
ANI,Aniak,ANI,-09:00,America/Anchorage
ANJ,Zanaga,ANJ,+01:00,Africa/Brazzaville
ANK,Ankara Etimesgut Apt,ANK,+03:00,Europe/Istanbul
ANL,Andulo,ANL,+01:00,Africa/Luanda
ANM,Antalaha Antsirabato,ANM,+03:00,Indian/Antananarivo
ANN,Annette Island,ANN,-09:00,America/Anchorage
ANO,Angoche,ANO,+02:00,Africa/Maputo
ANP,Annapolis Lee,ANP,-05:00,America/New_York
ANQ,Angola Tri-State Steuben Co.,ANQ,-05:00,America/New_York
ANR,Antwerp-Brussels North,ANR,+01:00,Europe/Brussels
ANS,Andahuaylas,ANS,-05:00,America/Lima
ANT,St Anton Heliport,ANT,+01:00,Europe/Vienna
ANU,Antigua,ANU,-04:00,America/Antigua
ANV,Anvik,ANV,-09:00,America/Anchorage
ANW,Ainsworth Regional,ANW,-06:00,America/Chicago
ANX,Andenes Andoya,ANX,+01:00,Europe/Oslo
ANY,Anthony Municipal,ANY,-06:00,America/Chicago
ANZ,Angus Downs Station,ANZ,+09:30,Australia/Darwin
AOA,Aroa,AOA,+10:00,Pacific/Port_Moresby
AOB,Annanberg,AOB,+10:00,Pacific/Port_Moresby
AOC,Altenburg Nobitz,AOC,+01:00,Europe/Berlin
AOD,Abou Deia,AOD,+01:00,Africa/Ndjamena
AOE,Eskisehir Anadolu,ESK,+03:00,Europe/Istanbul
AOG,Anshan Teng'ao,AOG,+08:00,Asia/Shanghai
AOH,Lima Allen County,AOH,-05:00,America/New_York
AOI,Ancona,AOI,+01:00,Europe/Rome
AOJ,Aomorica,AOJ,+09:00,Asia/Tokyo
AOK,Karpathos,AOK,+02:00,Europe/Athens
AOL,Paso De Los Libres,AOL,-03:00,America/Argentina/Buenos_Aires
AOM,Adam,AOM,+04:00,Asia/Muscat
AON,Arona,AON,+10:00,Pacific/Port_Moresby
AOO,Altoona Blair County,AOO,-05:00,America/New_York
AOP,Andoas Alfredo V. Sara Bauer,AOP,-05:00,America/Lima
AOQ,Aappilattoq Heliport,AOQ,-03:00,America/Godthab
AOR,Alor Setar,AOR,+08:00,Asia/Kuching
AOS,Amook Bay Sea Plane Base,AOS,-09:00,America/Anchorage
AOT,Aosta,AOT,+01:00,Europe/Rome
AOU,Attapeu,AOU,+07:00,Asia/Vientiane
APA,Denver Centennial Airport,DEN,-07:00,America/Denver
APB,Apolo,APB,-04:00,America/La_Paz
APC,Napa County,APC,-08:00,America/Los_Angeles
APE,San Juan Aposento,APE,-05:00,America/Lima
APF,Naples Municipal,APF,-05:00,America/New_York
APG,Aberdeen Phillips Army Air Field,APG,-05:00,America/New_York
APH,Bowling Green A.P. Hill Aaf,APH,-05:00,America/New_York
API,Apiay Luis F. Gomez Nino Ab,API,-05:00,America/Bogota
APK,Apataki,APK,-10:00,Pacific/Tahiti
APL,Nampula,APL,+02:00,Africa/Maputo
APN,Alpena,APN,-05:00,America/New_York
APO,Apartado Carepa-A.R. Betancourt,APO,-05:00,America/Bogota
APP,Asapa,APP,+10:00,Pacific/Port_Moresby
APQ,Arapiraca,APQ,-03:00,America/Araguaina
APR,April River,APR,+10:00,Pacific/Port_Moresby
APS,Anapolis,APS,-03:00,America/Araguaina
APT,Jasper Marion County,APT,-06:00,America/Chicago
APU,Apucarana Captain Joao Busse,APU,-03:00,America/Araguaina
APV,Apple Valley,APV,-08:00,America/Los_Angeles
APW,Apia Faleolo Apt,APW,+13:00,Pacific/Apia
APX,Arapongas Alberto Bertelli,APX,-03:00,America/Araguaina
APY,Alto Parnaiba,APY,-03:00,America/Araguaina
APZ,Zapala,APZ,-03:00,America/Argentina/Buenos_Aires
AQA,Araraquara Bartolomeu De Gusmao,AQA,-03:00,America/Araguaina
AQB,Quiche,AQB,-06:00,America/Guatemala
AQG,Anqing Tianzhushan,AQG,+08:00,Asia/Shanghai
AQI,Qaisumah Hafar Al Batin,AQI,+03:00,Asia/Riyadh
AQJ,Aqaba King Hussein International,AQJ,+02:00,Asia/Amman
AQL,Almeria Bus Station,LEI,+01:00,Europe/Madrid
AQM,Ariquemes,AQM,-04:00,America/Porto_Velho
AQP,Arequipa Rodriguez Ballon Intl,AQP,-05:00,America/Lima
AQS,Saqani,AQS,+12:00,Pacific/Fiji
AQY,Girdwood,AQY,-09:00,America/Anchorage
ARA,New Iberia Acadiana Regional,ARA,-06:00,America/Chicago
ARB,Ann Arbor Municipal,ARB,-05:00,America/New_York
ARC,Arctic Village,ARC,-09:00,America/Anchorage
ARD,Alor Mali,ARD,+08:00,Asia/Makassar
ARE,Arecibo Antonio Juarbe Pol,ARE,-04:00,America/Puerto_Rico
ARF,Acaricuara,ARF,-05:00,America/Bogota
ARG,Walnut Ridge Regional,ARG,-06:00,America/Chicago
ARH,Arkhangelsk,ARH,+03:00,Europe/Moscow
ARI,Arica,ARI,-04:00,America/Santiago
ARJ,Arso,ARJ,+09:00,Asia/Jayapura
ARK,Arusha,ARK,+03:00,Africa/Dar_es_Salaam
ARL,Arly,ARL,+00:00,Africa/Ouagadougou
ARM,Armidale,ARM,+10:00,Australia/Sydney
ARN,Stockholm,STO,+01:00,Europe/Stockholm
ARO,Arboletes,ARO,-05:00,America/Bogota
ARP,Aragip,ARP,+10:00,Pacific/Port_Moresby
ARQ,Arauquita El Troncal,ARQ,-05:00,America/Bogota
ARR,Alto Rio Senguer,ARR,-03:00,America/Argentina/Buenos_Aires
ARS,Aragarcas,ARS,-03:00,America/Araguaina
ART,Watertown,ART,-05:00,America/New_York
ARU,Aracatuba Dario Guarita,ARU,-03:00,America/Araguaina
ARV,Minocqua/Woodruff Lakeland,ARV,-06:00,America/Chicago
ARW,Arad,ARW,+02:00,Europe/Bucharest
ARX,Aracati Dragao Do Mar,ARX,-03:00,America/Araguaina
ARY,Ararat,ARY,+10:00,Australia/Sydney
ARZ,N'zeto,ARZ,+01:00,Africa/Luanda
ASA,Assab International,ASA,+03:00,Africa/Asmara
ASB,Ashgabat,ASB,+05:00,Asia/Ashgabat
ASC,Ascension,ASC,-04:00,America/La_Paz
ASD,Andros Town International,ASD,-05:00,America/Nassau
ASE,Aspen,ASE,-07:00,America/Denver
ASF,Astrakhan,ASF,+04:00,Europe/Volgograd
ASG,Ashburton,ASG,+12:00,Pacific/Auckland
ASH,Nashua Boire Field,ASH,-05:00,America/New_York
ASI,Ascension Island Raf Station,ASI,+00:00,Atlantic/St_Helena
ASJ,Amami,ASJ,+09:00,Asia/Tokyo
ASK,Yamoussoukro,ASK,+00:00,Africa/Abidjan
ASL,Marshall Harrison County,ASL,-06:00,America/Chicago
ASM,Asmara,ASM,+03:00,Africa/Asmara
ASN,Talladega Municipal,ASN,-06:00,America/Chicago
ASO,Asosa,ASO,+03:00,Africa/Addis_Ababa
ASP,Alice Springs,ASP,+09:30,Australia/Darwin
ASQ,Austin,ASQ,-08:00,America/Los_Angeles
ASR,Kayseri,ASR,+03:00,Europe/Istanbul
ASS,Arathusa Safari Lodge,ASS,+02:00,Africa/Johannesburg
AST,Astoria Regional,AST,-08:00,America/Los_Angeles
ASU,Asuncion,ASU,-04:00,America/Asuncion
ASV,Amboseli,ASV,+03:00,Africa/Nairobi
ASW,Aswan,ASW,+02:00,Africa/Cairo
ASX,Ashland John F Kennedy Memorial,ASX,-06:00,America/Chicago
ASY,Ashley Municipal,ASY,-06:00,America/Chicago
ASZ,Asirim,ASZ,+10:00,Pacific/Port_Moresby
ATA,Huaraz German Arias Graziani,ATA,-05:00,America/Lima
ATB,Atbara,ATB,+02:00,Africa/Khartoum
ATC,Arthur's Town,ATC,-05:00,America/Nassau
ATD,Atoifi,ATD,+11:00,Pacific/Guadalcanal
ATE,Antlers Municipal,ATE,-06:00,America/Chicago
ATF,Ambato Chachoan,ATF,-05:00,America/Guayaquil
ATG,Attock,ATG,+05:00,Asia/Karachi
ATH,Athens,ATH,+02:00,Europe/Athens
ATI,Artigas,ATI,-03:00,America/Montevideo
ATJ,Antsirabe,ATJ,+03:00,Indian/Antananarivo
ATK,Atqasuk E. Burnell Sr Memorial,ATK,-09:00,America/Anchorage
ATL,Atlanta,ATL,-05:00,America/New_York
ATM,Altamira,ATM,-03:00,America/Araguaina
ATN,Namatanai,ATN,+10:00,Pacific/Port_Moresby
ATO,Athens Ohio University,ATO,-05:00,America/New_York
ATP,Aitape Airstrip,ATP,+10:00,Pacific/Port_Moresby
ATQ,Amritsar,ATQ,+05:30,Asia/Kolkata
ATR,Atar International,ATR,+00:00,Africa/Nouakchott
ATS,Artesia Municipal,ATS,-07:00,America/Denver
ATT,Atmautluak,ATT,-09:00,America/Anchorage
ATU,Attu Island Casco Cove Cgs,ATU,-10:00,America/Adak
ATV,Ati,ATV,+01:00,Africa/Ndjamena
ATW,Appleton,ATW,-06:00,America/Chicago
ATX,Atbasar,ATX,+06:00,Asia/Almaty
ATY,Watertown Regional,ATY,-06:00,America/Chicago
ATZ,Asyut,ATZ,+02:00,Africa/Cairo
AUA,Aruba,AUA,-04:00,America/Aruba
AUB,Augsburg Bus Terminal Bieberbachstrasse,MUC,+01:00,Europe/Berlin
AUC,Arauca Santiago Perez Quiroz,AUC,-05:00,America/Bogota
AUD,Augustus Downs,AUD,+10:00,Australia/Brisbane
AUE,Abu Rudeis,AUE,+02:00,Africa/Cairo
AUF,Auxerre Branches,AUF,+01:00,Europe/Paris
AUG,Augusta State,AUG,-05:00,America/New_York
AUH,Abu Dhabi,AUH,+04:00,Asia/Dubai
AUI,Aua Island,AUI,+10:00,Pacific/Port_Moresby
AUJ,Ambunti,AUJ,+10:00,Pacific/Port_Moresby
AUK,Alakanuk Municipal,AUK,-09:00,America/Anchorage
AUL,Aur Island,AUL,+12:00,Pacific/Majuro
AUM,Austin Municipal,AUM,-06:00,America/Chicago
AUN,Auburn Municipal,AUN,-08:00,America/Los_Angeles
AUO,Auburn University Regional,AUO,-06:00,America/Chicago
AUP,Agaun,AUP,+10:00,Pacific/Port_Moresby
AUQ,Hiva Oa Atuona,AUQ,-09:30,Pacific/Marquesas
AUR,Aurillac Tronquires,AUR,+01:00,Europe/Paris
AUS,Austin-Bergstrom,AUS,-06:00,America/Chicago
AUT,Atauro,AUT,+09:00,Asia/Dili
AUU,Aurukun,AUU,+10:00,Australia/Brisbane
AUV,Aumo,AUV,+10:00,Pacific/Port_Moresby
AUW,Wausau Downtown Apt,AUW,-06:00,America/Chicago
AUX,Araguaina Araguaini,AUX,-03:00,America/Araguaina
AUY,Aneityum,AUY,+11:00,Pacific/Efate
AUZ,Aurora Municipal,AUZ,-06:00,America/Chicago
AVA,Anshun Huangguoshu,AVA,+08:00,Asia/Shanghai
AVB,Aviano Air Base,AVB,+01:00,Europe/Rome
AVF,Avoriaz Off-Line Point,AVF,+01:00,Europe/Paris
AVG,Auvergne Station,AVG,+09:30,Australia/Darwin
AVI,Ciego De Avila Maximo Gomez,AVI,-05:00,America/Havana
AVJ,Avila Bus Station,AVJ,+01:00,Europe/Madrid
AVK,Arvaikheer,AVK,+08:00,Asia/Ulaanbaatar
AVL,Asheville,AVL,-05:00,America/New_York
AVN,Avignon Caumont,AVN,+01:00,Europe/Paris
AVO,Avon Park Executive,AVO,-05:00,America/New_York
AVP,Wilkes-Barre,AVP,-05:00,America/New_York
AVR,Alverca,AVR,+00:00,Europe/Lisbon
AVS,Avila Rail Station,AVJ,+01:00,Europe/Madrid
AVU,Avu Avu,AVU,+11:00,Pacific/Guadalcanal
AVV,Melbourne Avalon Airport,MEL,+10:00,Australia/Sydney
AVW,Tucson Marana Regional,TUS,-07:00,America/Phoenix
AVX,Avalon Catalina,AVX,-08:00,America/Los_Angeles
AWA,Awasa,AWA,+03:00,Africa/Addis_Ababa
AWB,Awaba,AWB,+10:00,Pacific/Port_Moresby
AWD,Aniwa,AWD,+11:00,Pacific/Efate
AWE,Alowe,AWE,+01:00,Africa/Libreville
AWH,Awareh,AWH,+03:00,Africa/Addis_Ababa
AWK,Wake Island,AWK,+12:00,Pacific/Wake
AWM,West Memphis Municipal,AWM,-06:00,America/Chicago
AWN,Alton Downs,AWN,+09:30,Australia/Adelaide
AWP,Austral Downs Station,AWP,+09:30,Australia/Darwin
AWR,Awar,AWR,+10:00,Pacific/Port_Moresby
AWZ,Ahwaz,AWZ,+03:30,Asia/Tehran
AXA,Anguilla Clayton J. Lloyd Intl,AXA,-04:00,America/Anguilla
AXB,Alexandria Bay Maxson Airfield,AXB,-05:00,America/New_York
AXC,Aramac,AXC,+10:00,Australia/Brisbane
AXD,Alexandroupolis,AXD,+02:00,Europe/Athens
AXE,Xanxere Joao Winckler,AXE,-03:00,America/Araguaina
AXF,Alxa Left Banner,AXF,+08:00,Asia/Shanghai
AXG,Algona Municipal,AXG,-06:00,America/Chicago
AXI,Algeciras Bus Station,AEI,+01:00,Europe/Madrid
AXJ,Amakusa,AXJ,+09:00,Asia/Tokyo
AXK,Ataq,AXK,+03:00,Asia/Aden
